Wall_Arc_90_02,-28.5,1.788139E-07,-3,-0.7071068,0,0,0.7071068
Floor_01,-28.5,1.704744E-06,15,-0.7071068,0,0,0.7071068
Collider_02,-33.06,0,-7.514999,0,0.6222534,0,0.7828159
Wall_Arc_90_02,-33,1.788139E-07,19.5,-0.5,-0.5000001,-0.5000001,0.5
Collider_01,-28.5,0,-3,0,0.9917734,0,-0.1280069
Floor_Small_01,-28.5,3.161153E-06,1.5,-0.5,0.5000001,0.5000001,0.5
Door_Arch_01,-27,0,10.5,0,-0.7071068,0,0.7071067
Roof_Angle_01,-28.5,1.788139E-07,15,-0.7071068,0,0,0.7071068
Room_Big_Part_01,-28.5,0,6,0,0,0,1
Roof_01,-28.5,0,-3,0,0,0,1
Collider_03,-29.025,0,17.1,0,-0.3717282,0,0.9283416
Wall_Arc_90_02,-28.5,0,-3,0,0,0,1
Floor_01,-28.5,1.704744E-06,-3,-0.7071068,0,0,0.7071068
Floor_01,-28.5,0,10.5,0,0,0,1
Floor_01,-28.5,0,15,0,0,0,1
Wall_Simple_01,-28.5,0,15,0,1,0,-1.629207E-07
Wall_Simple_01,-28.5,-7.709606E-07,1.5,1.152023E-07,0.7071067,0.7071068,-1.152023E-07
Floor_01,-28.5,1.704744E-06,10.5,-0.7071068,0,0,0.7071068
Roof_Angle_01,-33,0,-7.5,0,0.7071068,0,0.7071067
Roof_01,-28.5,0,10.5,0,0,0,1
Roof_Door_01,-28.5,0,1.5,-0.7071068,0,0,0.7071068
Wall_Simple_01,-28.5,0,1.5,0,1,0,-1.629207E-07
Roof_Angle_01,-28.5,0,15,0,0,0,1
Floor_01,-28.5,0,6,0,0,0,1
Floor_01,-28.5,0,1.5,0,0,0,1
Roof_Door_01,-28.5,0,1.5,0,0,0,1
Floor_Small_01,-28.5,0,1.5,0,0.7071068,0,0.7071067
Floor_01,-28.5,1.704744E-06,1.5,-0.7071068,0,0,0.7071068
Roof_01,-28.5,0,10.5,-0.7071068,0,0,0.7071068
Floor_01,-28.5,1.704744E-06,-7.5,-0.7071068,0,0,0.7071068
Door_Arch_01,-27,0,10.5,-0.5,-0.5000001,-0.5000001,0.5
Collider_01,-33,0,19.5,0,0.7918041,0,0.6107752
